Score,City,X,Y,Name,Type_1,City_1,FullAddres
100,Aztec,-108.0162291,36.82687501,Family Dollar Store 4858,Combination Grocery/Other,Aztec,1701 W Aztec Blvd
100,Bloomfield,-107.9838876,36.71120386,FARMERS FAMILY CENTER,Super Store,Bloomfield,401 W Broadway Ave
100,Flora Vista,-108.0894444,36.80007284,Farmers Family Center,Supermarket,Flora Vista,816 NM 516
100,Farmington,-108.2474108,36.73515291,Farmington Growers Market,Farmers' Market,Farmington,3041 W Main St
100,Farmington,-108.1659176,36.74440509,Farmington Growers Market,Farmers' Market,Farmington,3041 E Main St
98.05,Fruitland,-108.4522125,36.75977632,FOUR CORNERS PACKING,Meat/Poultry Specialty,WATERFLOW,HWY 64 #3656 BOX 730
100,Farmington,-108.1764975,36.73931777,Fresh For Less,Medium Grocery Store,Farmington,2330 E Main St
100,Farmington,-108.1764975,36.73931777,Fresh for Less Produce,Combination Grocery/Other,Farmington,2330 E Main St
98.83,Fruitland,-108.3956435,36.73669964,FRUITLAND TRADING CO,Small Grocery Store,FRUITLAND,5 RD 6677
99.08,Farmington,-108.1797371,36.74785397,FURR'S  892,Supermarket,FARMINGTON,909 FARMINGTON AVE.
100,Farmington,-108.1851383,36.74824145,FURRS  811,Supermarket,Farmington,1700 E 20th St
94.54,Waterflow,-108.4718955,36.7648905,GARCIA'S,Fruits/Veg Specialty,Waterflow,PO Box 541
100,Farmington,-108.1764975,36.73931777,GARDEN FRESH FRUIT,Large Grocery Store,Farmington,2330 E Main St
97.81,Farmington,-108.2497987,36.73695192,GARDEN FRESH FRUIT MARKET #6,Fruits/Veg Specialty,FARMINGTON,2330 MAIN STREET
100,Farmington,-108.208635,36.72716701,Harvest Food Hub,Combination Grocery/Other,Farmington,310 W Animas St
100,Farmington,-108.1741933,36.73985868,HGL WONDER BREAD THRIFT,Small Grocery Store,Farmington,2405 E Main St
99.03,Farmington,-108.1837885,36.73500861,HOLSUM BAKERY THRIFT STORE 01,Bakery Specialty,FARMINGTON,1930 SAN JUAN BLVD
89.09,Aztec,-108.047352,36.9996735,HOLSUM BAKERY THRIFT STORE #122,Bakery Specialty,FARMINGTON,1017 MURRAY DR
94.17,Farmington,-108.1837885,36.73500861,HOLSUM THRIFT STORE  6224,Bakery Specialty,FARMINGTON,1930 SAN JUAN BLVD.
98.87,Waterflow,-108.4980506,36.76017988,HONORIO PEREZ FRUIT STAND,Fruits/Veg Specialty,WATERFLOW,3531 US HWY 64
98.87,Waterflow,-108.4980506,36.76017988,HONORIO PEREZ FRUIT STAND,Fruits/Veg Specialty,WATERFLOW,3531 US HWY 64
100,Kirtland,-108.3505166,36.74072533,JERKY JIMS,Meat/Poultry Specialty,Kirtland,4284 Highway 64
91.38,Fruitland,-108.4088159,36.75225924,JIM'S MARKET,Medium Grocery Store,KIRTLAND,# 4 COUNTRY ROAD 6100
100,Farmington,-108.1416972,36.71153645,KERBY ORCHARD,Fruits/Veg Specialty,Farmington,5471 Highway 64
100,Kirtland,-108.359778,36.7477455,Kirtland Growers Market,Farmers' Market,Kirtland,47 Road 6500
100,Kirtland,-108.3598627,36.73254764,Kirtland Growers Market,Farmers' Market,Kirtland,43 Road 6400
100,Farmington,-108.1653795,36.74503954,Kmart 7035,Super Store,Farmington,3000 E Main St
100,Farmington,-108.1707239,36.71918743,La Potra Y Los Potrillos,Small Grocery Store,Farmington,3011 Bloomfield Hwy
86.11,Little Water,-108.7225404,36.4472195,LITTLE WATER T.P.,Combination Grocery/Other,LITTLEWATER,HCR #4 BOX 400
100,Farmington,-108.1631494,36.74690444,Manila Sunrise,Medium Grocery Store,Farmington,3150 E Main St
100,Farmington,-108.1837885,36.73500861,Mercado Y Carnecieria Sonora,Medium Grocery Store,Farmington,2101 San Juan Blvd
98.83,Farmington,-108.302699,36.73424687,MONTANO MARKET & TRADING CO.,Small Grocery Store,FARMINGTON,4640 HWY. 64
98.22,Nageezi,-107.7513082,36.26313137,NAGEEZI TRADING POST,Small Grocery Store,NAGEEZI,HWY 44 & CR 7800
84,Tohatchi,-108.608601,35.915271,NASCHITTI TRADING POST,Medium Grocery Store,TOHATCHI,HCR 330 NASCHITTI TRAD
84,Tohatchi,-108.608601,35.915271,NASCHITTI TRADING POST,Medium Grocery Store,TOHATCHI,HCR 330 NASCHITTI TRAD
100,Farmington,-108.196327,36.74829622,Natural Grocers By Vitamin Cottage U042,Supermarket,Farmington,700 E 20th St
98.94,Bloomfield,-108.00036,36.68801319,NAVAJO PRODUCE,Small Grocery Store,BLOOMFIELD,CO RD. 5060
93.23,Farmington,-108.1692263,36.19713237,NAVAJO PRODUCE,Fruits/Veg Specialty,FARMINGTON,HWY 371
86,Newcomb,-108.705529,36.287326,NEWCOMB TRADING POST,Small Grocery Store,NEWCOMB,HWY 666 35 MI S SHIPROCK
86,Kirtland,-108.3481596,36.739299,PALESANO FRUIT STAND,Fruits/Veg Specialty,KIRTLAND,HWY 64 MILE MARKER 41
100,Farmington,-108.1028535,36.79052699,Papa Murphy's Pizza NM05,Bakery Specialty,Farmington,3554 E Main St
100,Farmington,-108.1028535,36.79052699,PAPA MURPHYS TAKE N BAKE PIZZA,Bakery Specialty,Farmington,3554 E Main St
100,Kirtland,-108.3717522,36.74646411,RENNS SUPERMARKET,Supermarket,Kirtland,4174 US Highway 64
98.33,Aztec,-107.9884504,36.8272246,ROD HANCOCK GARDEN,Fruits/Veg Specialty,AZTEC,NULL
100,Aztec,-107.9939142,36.82515457,SAFEWAY  1438,Supermarket,Aztec,415 N Main Ave
100,Farmington,-108.2163298,36.72904893,SAFEWAY  683,Supermarket,Farmington,730 W Main St
100,Farmington,-108.1585161,36.75089376,SAFEWAY  2004,Supermarket,Farmington,3540 E Main St
100,Farmington,-108.152525,36.76494909,Sam's Club 6347,Super Store,Farmington,4500 E Main St
100,Farmington,-108.166274,36.77548482,San Juan College Harvest Food Hub,Combination Grocery/Other,Farmington,5101 College Blvd
92.32,Farmington,-108.189183,36.73133024,SAN JUAN COUNTY FARMERS MARKET,Farmers' Market,FARMINGTON,SE SAN JUAN BLVD@SCOTT AVE
100,Kirtland,-108.3749708,36.74734412,SANDIA FINA #27,Unknown,Kirtland,4151 Highway 64
94.44,Kirtland,-108.3481596,36.739299,SANDIA OIL CO.,Combination Grocery/Other,Kirtland,PO Box 297
100,Farmington,-108.1028535,36.79052699,Shamrock Foodservice Warehouse 537,Super Store,Farmington,3030 E Main St
90.4,Shiprock,-108.679525,36.78561907,Shiprock Farmers Market,Farmers' Market,Shiprock,U.s Hwy U.s Hwy 64 Shiprock Chapter House
98.75,Shiprock,-108.6964131,36.7780829,Shiprock Farmers' Market,Farmers' Market,Shiprock,Hwy 64
98.75,Shiprock,-108.6964131,36.7780829,Shiprock Farmers' Market,Farmers' Market,Shiprock,Hwy 64
98.83,Shiprock,-108.6964131,36.7780829,Shiprock Farmers' Market 24115,Farmers' Market,Shiprock,N693 Us Hwy 64
88.59,Shiprock,-108.6964131,36.7780829,SIMPSON BEKIS,Combination Grocery/Other,SHIPROCK,INTERSECTION HWY. 64-666
100,Farmington,-108.1981777,36.74839715,Smith's 409,Super Store,Farmington,600 E 20th St
100,Farmington,-108.1561165,36.75753251,SO:LO  860,Supermarket,Farmington,4001 E Main St
100,Farmington,-108.1873022,36.74823886,SOUTHWEST CASH & CARRY,Combination Grocery/Other,Farmington,2621 E 20th St
100,Bloomfield,-107.9849433,36.7100437,SUNDIAL DELI-MART # 3,Combination Grocery/Other,Bloomfield,121 S Bloomfield Blvd
100,Bloomfield,-107.9854112,36.71132196,SUTHERLAND'S FARM STORE,Fruits/Veg Specialty,Bloomfield,500 W Broadway Ave
100,Farmington,-108.1475163,36.7674237,TARGET STORE T 952,Super Store,Farmington,4900 E Main St
100,Farmington,-108.1598379,36.71918289,THE FRUIT SHED,Fruits/Veg Specialty,Farmington,3910 Bloomfield Hwy
97.67,Waterflow,-108.4763642,36.76153946,THE ORIGINAL SWEETMEAT,Meat/Poultry Specialty,WATERFLOW,3656 HWY 64
96.85,Bloomfield,-107.9857344,36.70931123,THE PRODUCE SHACK,Fruits/Veg Specialty,BLOOMFIELD,408 W. MAPLE
90.54,Shiprock,-108.6964131,36.7780829,THRIFTWAY  202,Medium Grocery Store,SHIPROCK,HWY 666 64 JUNCTION
96.67,Shiprock,-108.735798,36.498162,THRIFTWAY  259,Medium Grocery Store,SHIPROCK,HWY 666 N
100,Waterflow,-108.4763642,36.76153946,THRIFTWAY  270,Supermarket,Waterflow,3215 Highway 64
100,Farmington,-108.2120541,36.724329,VALENCIA TRADING POST,Medium Grocery Store,Farmington,506 W Maple St
100,Farmington,-108.2120541,36.724329,Valencia Trading Post,Small Grocery Store,Farmington,506 W Maple St
100,Waterflow,-108.4763642,36.76153946,VALLEY TRADING CO,Medium Grocery Store,Waterflow,3435 Highway 64
100,Farmington,-108.1028535,36.79052699,WAL-MART STORE  826,Super Store,Farmington,4600 E Main St
100,Farmington,-108.196327,36.74829622,WALGREENS  9067,Combination Grocery/Other,Farmington,701 E 20th St
100,Farmington,-108.1557387,36.75969847,WALGREENS  4510,Combination Grocery/Other,Farmington,4221 E Main St
98.91,Farmington,-108.1028535,36.79052699,WALGREENS #1146 01146,Combination Grocery/Other,FARMINGTON,4601 E MAIN ST
100,Farmington,-108.1028535,36.79052699,Walmart 826,Super Store,Farmington,4600 E Main St
100,Farmington,-108.2275709,36.73125152,Walmart SUPERCENTER 3428,Super Store,Farmington,1400 W Main St
100,Bloomfield,-108.0449336,36.67553421,WEST HAMMOND GROCERY,Meat/Poultry Specialty,Bloomfield,472 County Road 5500
96.41,Farmington,-108.1028535,36.79052699,WILDLY NATURAL FOODS,Unknown,Farmington,3030 E Main St Ste M
100,Farmington,-108.1146132,36.78385233,WONDER BREAD  2,Bakery Specialty,Farmington,7208 E Main St
96.41,Farmington,-108.1873022,36.74823886,WONDER BREAD  1,Bakery Specialty,Farmington,2017 E 20th St Ste A
86.23,Pecos,-105.6646048,35.57612493,ADELO STORE,Small Grocery Store,NEW MEXICO,RT 2 BOX 25 PECOS
94.44,Ribera,-105.4489602,35.3736451,BEN'S MINI MART,Meat/Poultry Specialty,Ribera,PO Box 577
100,Las Vegas,-105.2169055,35.59434599,Charleys Bakery & Cafe,Bakery Specialty,Las Vegas,715 Douglas Ave
99.1,Las Vegas,-105.2406556,35.60732465,DAYLIGHT DONUTS AND BAKERY,Bakery Specialty,LAS VEGAS,3001 HOT SPRINGS BLVD.
100,Las Vegas,-105.2268445,35.60347048,DOLLAR GENERAL 6306,Combination Grocery/Other,Las Vegas,1008 Mills Ave
100,Las Vegas,-105.2268445,35.60347048,Dollar General 12823,Combination Grocery/Other,Las Vegas,1008 Mills Ave
99.05,Pecos,-105.6856068,35.5734796,Dollar General 12875,Combination Grocery/Other,Pecos,275 Glorieta Highway
98.97,Las Vegas,-105.2262072,35.63213684,Dollar Tree 3265,Combination Grocery/Other,Las Vegas,2510 Seventh St
100,Las Vegas,-105.2325463,35.60005732,El Ranchito Market,Small Grocery Store,Las Vegas,214 Mills Ave
96.4,Ribera,-105.445233,35.39649177,El Valle Farmer's Market,Farmers' Market,Ribera,1 State Hwy 3 Sunshine Station
98.94,Ribera,-105.3933764,35.30660242,El Valle Farmers' Market,Farmers' Market,Ribera,State Road 3
98.7,Ribera,-105.3933764,35.30660242,El Valle Market,Farmers' Market,Ribera,203 Hwy 3
100,Pecos,-105.6528595,35.58002411,Family Dollar Store 7734,Combination Grocery/Other,Pecos,50 NM Highway 223
100,Las Vegas,-105.2325463,35.60005732,Family Dollar Store 2636,Combination Grocery/Other,Las Vegas,208 Mills Ave
100,Las Vegas,-105.2268445,35.60347048,"FRUITS, VEGGIES AND MORE",Fruits/Veg Specialty,Las Vegas,1000 Mills Ave
100,Las Vegas,-105.2325463,35.60005732,FURRS  894,Supermarket,Las Vegas,206 Mills Ave
96.62,Ribera,-105.4227774,35.1596715,GALLEGOS CASH STORE,Small Grocery Store,VILLANUEVA,STATE RD 3
96.62,Ribera,-105.4227774,35.1596715,GALLEGOS CASH STORE,Small Grocery Store,VILLANUEVA,STATE RD # 3
87.72,Las Vegas,-105.2148414,35.62444105,GINO'S GROCERY,Small Grocery Store,LAS VEGAS,ANTON CHICO RT. BOX 40
96.44,Ribera,-105.3933764,35.30660242,HERNS PLACE,Small Grocery Store,SENA,E HWY 3
100,Las Vegas,-105.2294377,35.5970846,LA TIENDITA,Meat/Poultry Specialty,Las Vegas,2331 N Gonzales St
100,Las Vegas,-105.2325463,35.60005732,LAS VEGAS IGA,Supermarket,Las Vegas,206 Mills Ave
100,Las Vegas,-105.2325463,35.60005732,Las Vegas Meat Market,Meat/Poultry Specialty,Las Vegas,242 Mills Ave
100,Las Vegas,-105.2251201,35.61757649,LOWES 91,Supermarket,Las Vegas,2400 7th St
100,Las Vegas,-105.2224328,35.60564573,LOWES 92,Super Store,Las Vegas,605 Mills Ave
100,Las Vegas,-105.2228997,35.58551874,LUDIS FOOD MARKET,Supermarket,Las Vegas,901 S Pacific St
100,Las Vegas,-105.2228997,35.58551874,LUDIS FOOD MARKET,Large Grocery Store,Las Vegas,901 S Pacific St
100,Las Vegas,-105.2125987,35.60101343,Meadow City Produce,Fruits/Veg Specialty,Las Vegas,908 Grand Ave
91,Las Vegas,-105.2694191,35.49323785,Molino De La Isla Organics LLC,Farmers' Market,Pecos,33 County Road B51
99.2,Pecos,-105.6809524,35.57159987,MPF Meats-produce-flowers & More,Fruits/Veg Specialty,Pecos,3 Camino Adres Vigil
100,Las Vegas,-105.2076596,35.59297422,New Mexico Beef,Meat/Poultry Specialty,Las Vegas,514 S Commerce St
100,Las Vegas,-105.2268445,35.60347048,NEWFARMS BAKERY AND PRODUCE CO,Meat/Poultry Specialty,Las Vegas,1000 Mills Ave
88.5,Ilfeld,-105.578099,35.45023701,NORTH SAN YSIDRO GROCERY,Small Grocery Store,Ilfeld,General Delivery
98.83,Las Vegas,-105.2262072,35.63213684,PAPA MURPHYS PIZZA,Bakery Specialty,LAS VEGAS,2514 7TH ST
97.65,Pecos,-105.6756131,35.57124837,Pecos Farmers Market,Farmers' Market,Pecos,13 Main Street
100,Las Vegas,-105.2147086,35.59347861,Pedros Bakery,Combination Grocery/Other,Las Vegas,525 Grand Ave
91.03,Rociada,-105.4030772,35.8424754,PENDARIES LODGE INC,Combination Grocery/Other,ROCIADA,2 PARK PLACE HWY 105
98.94,Las Vegas,-105.2269223,35.6034247,ROMERO'S PRODUCE,Fruits/Veg Specialty,LAS VEGAS,1200 MILLS AVE
100,Las Vegas,-105.2224328,35.60564573,RUSSSELLS DISCOUNT FOODS,Supermarket,Las Vegas,605 Mills Ave
100,Las Vegas,-105.2151305,35.59614751,SEMILLA NATURAL FOODS,Medium Grocery Store,Las Vegas,510 University Ave
96.6,Ribera,-105.4489602,35.3736451,SUNSHINE GROCERY,Unknown,RIBERA,BOX 3B
100,Las Vegas,-105.2251201,35.61757649,SUPER SAVE DISCOUNT FOODS #101,Supermarket,Las Vegas,2400 7th St
100,Las Vegas,-105.2336794,35.5990852,Tierra Encantada Farmers Market,Farmers' Market,Las Vegas,2513 Hot Springs Blvd
100,Las Vegas,-105.21991,35.59208851,TONY'S FOOD MARKET,Small Grocery Store,Las Vegas,1020 Lincoln St
98.79,Pecos,-105.6850163,35.54473266,TOWN & COUNTRY STORE,Medium Grocery Store,PECOS,NM HWY 63
98.76,Las Vegas,-105.215701,35.59590301,Tri-county Farmers Market,Farmers' Market,Las Vegas,6th & University
98.76,Las Vegas,-105.215701,35.59590301,Tri-county Farmers Market,Farmers' Market,Las Vegas,6th & University
91.52,Villanueva,-105.361217,35.265511,VILLANUEVA GENERAL STORE,Small Grocery Store,VILLANUEVA,MAIN ST
98.45,Ribera,-105.4227774,35.1596715,VILLANUEVA GENERAL STORE,Small Grocery Store,VILLANUEVA,STATE RD 3
100,Las Vegas,-105.2224675,35.60573765,Walgreens 02425,Combination Grocery/Other,Las Vegas,620 Mills Ave
100,Las Vegas,-105.2254093,35.61874187,Walmart  1380,Super Store,Las Vegas,2609 7th St
100,Las Vegas,-105.2262072,35.63213684,"WESTERN PRODUCE CO., INC.",Fruits/Veg Specialty,Las Vegas,1822 7th St
99.22,Rio Rancho,-106.5791327,35.32351635,ALBERTSON'S 923,Supermarket,RIO RANCHO,7800 Enchanted Hills Blvd NE
100,Rio Rancho,-106.719157,35.24153546,ALBERTSON'S 912,Supermarket,Rio Rancho,3301 Southern Blvd SE
100,Rio Rancho,-106.6531653,35.25412317,Albertsons 903,Supermarket,Rio Rancho,4300 Ridgecrest Dr SE
100,Rio Rancho,-106.6579513,35.23339208,ALBERTSONS #920,Supermarket,Rio Rancho,1660 Rio Rancho Dr SE
100,Algodones,-106.4811673,35.37881752,Algodones Market,Small Grocery Store,Algodones,1403 Highway 313
100,Algodones,-106.4811673,35.37881752,Algodones Market,Small Grocery Store,Algodones,1403 Highway 313
100,Algodones,-106.4811673,35.37881752,Algodones Market,Small Grocery Store,Algodones,1403 Highway 313
100,Algodones,-106.4810838,35.37887853,Algodones Premium Beef Jerky Ltd Co,Meat/Poultry Specialty,Algodones,1410 Highway 313
100,Algodones,-106.4810838,35.37887853,Algodones Premium Beef Jerky Ltd Co,Meat/Poultry Specialty,Algodones,1410 Highway 313
100,Algodones,-106.4810838,35.37887853,ANDREWS STORE,Meat/Poultry Specialty,Algodones,1410 Highway 313
100,Bernalillo,-106.5641594,35.3250342,Armando's Carne Seca de Santa Fe 2,Meat/Poultry Specialty,Bernalillo,965 W Highway 550
100,Bernalillo,-106.5476566,35.30151933,BARGAIN FOOD BASKET,Medium Grocery Store,Bernalillo,793 Oak St
100,Bernalillo,-106.5471827,35.31292875,Bernalillo Farmers Market,Farmers' Market,Bernalillo,335 S Camino del Pueblo
99.08,Bernalillo,-106.5547397,35.30456034,Bernalillo Farmers Market,Farmers' Market,Bernalillo,370 Rotary Park Rd
100,Rio Rancho,-106.6579513,35.23339208,BIG KMART  3551,Combination Grocery/Other,Rio Rancho,1640 Rio Rancho Dr SE
100,Rio Rancho,-106.6578488,35.23376806,Big Lots 1927,Combination Grocery/Other,Rio Rancho,1660 Rio Rancho Dr SE
100,Rio Rancho,-106.6578488,35.23376806,Bimbo Bakeries 9132,Bakery Specialty,Rio Rancho,1658 Rio Rancho Dr SE
90.97,Algodones,-106.3219211,35.45316727,BOB'S GROCERY STORE,Unknown,ALGODOMES,SAN FELIPE PUEBLO
88.75,Corrales,-106.621536,35.232305,C  APODACA FARM,Farmers' Market,CORRALES,5874 NSR 5874 NSRT
86.29,Corrales,-106.621536,35.232305,C APODACA FARMS,Fruits/Veg Specialty,CORRALES,5874 NORTH STAR RT
83.84,Domingo,-106.32104,35.511217,CA'WIN'S TRADING POST,Small Grocery Store,SANTO DOMINGO,P.O. BOX 396
100,Bernalillo,-106.5445842,35.31938794,Carniceria Paquime,Small Grocery Store,Bernalillo,113 N Camino del Pueblo
96.81,Bernalillo,-106.5548244,35.3078669,CHILE HILL EMPORIUM,Combination Grocery/Other,BERNALILLO,BOX 9100
98.83,Cochiti Pueblo,-106.3477452,35.60696829,"Cochiti Youth Experience, Inc. Farmer's Market",Farmers' Market,Cochiti,4 Plaza St.
97.74,Cuba,-106.9705292,35.99856808,CORDOVA AND SONS,Meat/Poultry Specialty,CUBA,553 COUNTY RD 11
100,Algodones,-106.4811673,35.37881752,COTTON CITY EXCHANGE,Small Grocery Store,Algodones,1403 Highway 313
98.83,Counselor,-106.9649105,36.03287536,COUNSELOR POST,Medium Grocery Store,COUNSELOR,HWY 44
97.02,Cuba,-106.950682,36.00830029,Cuba Farmer's Market,Farmers' Market,Cuba,45 East Highway 126
96.85,Cuba,-106.950682,36.00830029,Cuba Farmers' Market,Farmers' Market,Cuba,45 E Highway 126
99,Rio Rancho,-106.6342576,35.26183437,CVS/ PHARMACY INC 7552,Combination Grocery/Other,RIO RANCHO,1001 NM HWY 528 SE
95.69,Santo Domingo Pueblo,-106.2838029,35.47891606,DAN'S TRADING POST,Combination Grocery/Other,SANTO DOMINGO,7 MI W OF I-25
99.27,Santo Domingo Pueblo,-106.3625472,35.51200855,Daniel's Store,Small Grocery Store,Santo Domingo Pueblo,106 San Ildefonso St
82.56,Domingo,-106.32104,35.511217,DANS TRADING POST,Unknown,SANTO DOMINGO,BOX 51
97.9,Bernalillo,-106.5600103,35.32288663,Dollar General 5731,Combination Grocery/Other,Bernalillo,160 US 550 E
100,Rio Rancho,-106.719157,35.24153546,DOLLAR GENERAL 10614,Combination Grocery/Other,Rio Rancho,3301 Southern Blvd SE
99.05,San Ysidro,-106.8905692,35.60281689,Dollar General 17822,Combination Grocery/Other,San Ysidro,23589 US Highway 550
98.94,Rio Rancho,-106.7182666,35.2846257,DOLLAR GENERAL 18690,Combination Grocery/Other,Rio Rancho,1801 Pine Rd NE
98.65,Cuba,-106.9730629,35.89687867,Dollar General 21685,Combination Grocery/Other,Cuba,6336 Hwy 550
100,Rio Rancho,-106.719157,35.24153546,Dollar Tree 2823,Combination Grocery/Other,Rio Rancho,2003 Southern Blvd SE
96.31,Rio Rancho,-106.57308,35.32813722,Dollar Tree 3690,Combination Grocery/Other,Rio Rancho,4405 Jager
100,Rio Rancho,-106.6566095,35.23812727,Dollartree 5555,Combination Grocery/Other,Rio Rancho,1320 Rio Rancho Dr SE
100,Corrales,-106.6055545,35.2392564,DULCURT CORP,Fruits/Veg Specialty,Corrales,5606 Corrales Rd
100,Rio Rancho,-106.719157,35.24153546,El Comal Market,Small Grocery Store,Rio Rancho,2003 Southern Blvd SE
100,Rio Rancho,-106.719157,35.24153546,El Mezquite Market Rio Rancho Llc,Super Store,Rio Rancho,2003 Southern Blvd SE
100,Rio Rancho,-106.719157,35.24153546,El Paisano Market,Medium Grocery Store,Rio Rancho,2003 Southern Blvd SE
93.89,Algodones,-106.4695971,35.38383935,Family Dollar 12191,Combination Grocery/Other,Algodones,313 Camino Carsten
96.5,Cuba,-106.9730629,35.89687867,Family Dollar Store 6191,Combination Grocery/Other,Cuba,6371 US Hwy 550
98.79,San Ysidro,-106.8905692,35.60281689,Family Dollar Store 7817,Combination Grocery/Other,San Ysidro,23397 SR 44
100,Bernalillo,-106.5471706,35.3099484,Family Dollar Store 5389,Combination Grocery/Other,Bernalillo,401 S Camino del Pueblo
99.03,Rio Rancho,-106.6568899,35.23487114,FLOWERS THRIFT #4615,Unknown,RIO RANCHO,1520 DEBORAH RD. SE
100,Rio Rancho,-106.6541692,35.23518748,Four Winds Behavioral Health,Small Grocery Store,Rio Rancho,4100 Barbara Loop SE
96.25,Cuba,-106.9680442,36.01170113,FREELOVE'S GENERAL MERCHANDISE,Small Grocery Store,CUBA,6405 MAIN ST.
98.91,Bernalillo,-106.5532775,35.32095387,Fresh For Less,Fruits/Veg Specialty,Bernalillo,242 Hwy 550
100,Bernalillo,-106.5489919,35.31993391,Fruteria Los Pueblos,Fruits/Veg Specialty,Bernalillo,242 W Highway 550
97.9,Rio Rancho,-106.719157,35.24153546,FURRS  881,Supermarket,RIO RANCHO,3301 SOUTHERN BLVD
95.33,Rio Rancho,-106.5791327,35.32351635,FURRS  812,Supermarket,RIO RANCHO,7800 ENCHANTED HILLS BLVD NE
95.63,Rio Rancho,-106.719157,35.24153546,GARDEN FRESH FRUIT MKT.,Large Grocery Store,Rio Rancho,2003 Southern Blvd SE Ste 116
96.25,Cuba,-106.9680442,36.01170113,GRANDMA'S GROCERIES,Small Grocery Store,CUBA,6428 MAIN ST.
98.65,Cuba,-106.9680442,36.01170113,GRANDMAS GROCERIES,Small Grocery Store,CUBA,6428 MAIN ST
100,Jemez Pueblo,-106.7373026,35.68704139,GUADALUPE MESA TRADING POST,Small Grocery Store,Jemez Pueblo,10902 Highway 4
100,Jemez Pueblo,-106.7373026,35.68704139,GUADALUPE MESA TRADING POST,Small Grocery Store,Jemez Pueblo,10902 Highway 4
87,Jemez Springs,-106.664152,35.822898,Jemez Springs Community Farmers Market,Farmers' Market,Jemez Springs,134 Village Plaza
95.76,Jemez Pueblo,-106.7432121,35.663081,JEMEZ TRADING POST,Small Grocery Store,Jemez Pueblo,PO Box 68
100,Jemez Pueblo,-106.7373026,35.68704139,JEMEZ TRAIL COUNTRY STORE,Small Grocery Store,Jemez Pueblo,10902 Highway 4
100,Bernalillo,-106.5445842,35.31938794,JM'S MEAT & DELI,Meat/Poultry Specialty,Bernalillo,113A N Camino del Pueblo
98.65,Cuba,-106.9730629,35.89687867,JULIANS MEAT MARKET,Meat/Poultry Specialty,CUBA,6476 HWY 550
100,Bernalillo,-106.5445842,35.31938794,Latino Unidos Mini Market 4,Medium Grocery Store,Bernalillo,113 N Camino del Pueblo
100,Bernalillo,-106.5445842,35.31938794,Latino Unidos Mini Market 4,Medium Grocery Store,Bernalillo,113 N Camino del Pueblo
100,Cuba,-107.4398038,36.20374776,LYBROOK MERCANTILE,Small Grocery Store,Cuba,10423 Highway 550
98.65,Cuba,-106.9730629,35.89687867,MICKEYS SAVEWAY MARKET,Large Grocery Store,Cuba,6392B Hwy 550
94.54,Placitas,-106.4662554,35.3173511,MOUNTAIN VIEW GROCERY,Small Grocery Store,Placitas,PO Box 556
94.54,Placitas,-106.4662554,35.3173511,MOUNTAIN VIEW GROCERY,Small Grocery Store,Placitas,PO Box 556
100,Rio Rancho,-106.7010289,35.2846795,NORTH HILLS MINI MART,Small Grocery Store,Rio Rancho,1504 Cherry Rd NE
100,Rio Rancho,-106.7010289,35.2846795,NORTH HILLS MINI MART,Small Grocery Store,Rio Rancho,1504 Cherry Rd NE
100,Rio Rancho,-106.719157,35.24153546,Paisano Inc.,Medium Grocery Store,Rio Rancho,2003 Southern Blvd SE
98.09,Rio Rancho,-106.719157,35.24153546,Panaderia Nissi 2,Bakery Specialty,Rio Rancho,2345 Southern Boulevard
100,Rio Rancho,-106.5791327,35.32351635,Papa Murphy's NM035,Bakery Specialty,Rio Rancho,7820 Enchanted Hills Blvd Ne
100,Rio Rancho,-106.7141105,35.22358069,Papa Murphy's Pizza NM031,Bakery Specialty,Rio Rancho,1121 Unser Blvd SE
100,Rio Rancho,-106.5791327,35.32351635,Papa Murphys NM035,Bakery Specialty,Rio Rancho,7820 Enchanted Hills Blvd NE
100,Bernalillo,-106.5352961,35.31654111,PAPA MURPHYS PIZZA 021,Small Grocery Store,Bernalillo,180 E Highway 550
100,Rio Rancho,-106.6561019,35.2399443,PAPA MURPHYS PIZZA NM018,Medium Grocery Store,Rio Rancho,1000 Rio Rancho Dr SE
92.03,Cuba,-107.1877184,35.8528361,PENISTAJA TRADING POST,Combination Grocery/Other,CUBA,ST RT 2 BOX 5
100,Placitas,-106.4088431,35.29945791,PLACITAS SUPERMARKET,Large Grocery Store,Placitas,221A State Highway 165
100,Bernalillo,-106.5471827,35.31292875,Pueblo Of Zia Bernalillo Farmers Market,Farmers' Market,Bernalillo,335 S Camino Del Pueblo
100,Rio Rancho,-106.6855732,35.2416055,RAINBO BAKERY STORE  6,Bakery Specialty,Rio Rancho,2501 Southern Blvd SE
95.23,Rio Rancho,-106.5791327,35.32351635,RALEY'S 812,Super Store,RIO RANCHO,7800 ENCHANTED HILL BLVD NE
99.1,Rio Rancho,-106.719157,35.24153546,RALEYS 810,Super Store,RIO RANCHO,3301 SOUTHERN BLVD SE
100,Bernalillo,-106.5489919,35.31993391,"Ranchers Market, Llc 1",Combination Grocery/Other,Bernalillo,242 W Highway 550
99.52,Rio Rancho,-106.6855732,35.2416055,Rio Rancho Fruits n Veggies,Fruits/Veg Specialty,Rio Rancho,2501 Southern Blvd
100,Rio Rancho,-106.6939169,35.24160505,RIO RANCHO MEATS,Medium Grocery Store,Rio Rancho,2114 Southern Blvd SE
